SALES_DTL_ID,COMP_CODE,DIV_CODE,DOC_TYPE,INVNO,SM_CODE,INVDATE,ITEM_SERIAL,ITEM_CODE,ISCOMBOITEM,IS_REG_ITEM,SIZE,QTY,SALES_RATE,PUR_RATE,ITEM_DISCOUNT,NET_SALES_RATE,ANY_GIFT_ITEM,GIFT_ITEM_DESC,AMOUNT,NET_VALUE,TAX_PRCNT,Sales_Amnt,CST_AMT,CASHIER_CODE,CBU,DOC,MBU,DOM,ISDELETED,DELETEDON,DELETEDBY,VAT_PCT,Unit_Pur_Cost,Stk_Source_Refno,BTDI,DT_BTDI,BTDI_BY,hsn_code,gst_tax_pct,gst_tax_amnt,cgst_tax_amnt,sgst_tax_amnt,igst_tax_amnt,gst_sales_tax_amnt,item_desc
10750,C015,DIV19,INC,INC/00000278/19-20/37AD54A0-A3CE-4608-BC10-AF9C0E0119E6,12,00:00.0,1,4851,0,1,1,1,100,0,0,100,0,NULL,100,100,0,0,0,CSH001,joypur,09:35.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,4.76,2.38,2.38,0,95.24,Socks
10751,C015,DIV19,INC,INC/00000278/19-20/37AD54A0-A3CE-4608-BC10-AF9C0E0119E6,12,00:00.0,2,4801,0,0,1,1,100,0,0,100,0,NULL,100,100,0,0,0,CSH001,joypur,09:35.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,4.76,2.38,2.38,0,95.24,Socks
10752,C015,DIV19,INR,INR/00000144/19-20/9CE4085F-EC00-4C1D-BF2B-FE801A1D136E,6,00:00.0,1,60032,0,0,4,1,320,0,0,320,0,NULL,320,320,0,0,0,CSH001,joypur,14:47.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,15.24,7.62,7.62,0,304.76,Footwear-Syn
10753,C015,DIV19,INR,INR/00000144/19-20/9CE4085F-EC00-4C1D-BF2B-FE801A1D136E,10,00:00.0,2,101129,0,0,1,2,70,0,0,70,0,NULL,140,140,0,0,0,CSH001,joypur,14:47.6,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,15,7.5,7.5,0,125,NonLth-Bag
10754,C015,DIV19,INR,INR/00000144/19-20/9CE4085F-EC00-4C1D-BF2B-FE801A1D136E,10,00:00.0,3,24770,0,0,1,1,270,0,0,270,0,NULL,270,270,0,0,0,CSH001,joypur,14:47.6,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,28.93,14.46,14.46,0,241.07,NonLth-Bag
10755,C015,DIV19,INR,INR/00000144/19-20/9CE4085F-EC00-4C1D-BF2B-FE801A1D136E,10,00:00.0,4,15860,0,0,1,1,230,0,0,230,0,NULL,230,230,0,0,0,CSH001,joypur,14:47.6,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,24.64,12.32,12.32,0,205.36,NonLth-Bag
10756,C015,DIV19,INR,INR/00000144/19-20/9CE4085F-EC00-4C1D-BF2B-FE801A1D136E,10,00:00.0,5,24768,0,1,1,1,270,0,0,270,0,NULL,270,270,0,0,0,CSH001,joypur,14:47.6,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42022910,12,28.93,14.46,14.46,0,241.07,NonLth-Bag
10757,C015,DIV19,INR,INR/00000145/19-20/FD843DA0-C4C4-48F5-9A51-1AE4F3CBC886,6,00:00.0,1,66501,0,0,4,1,390,0,0,390,0,NULL,390,390,0,0,0,CSH001,joypur,15:34.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,18.57,9.29,9.29,0,371.43,Footwear-Syn
10758,C015,DIV19,INR,INR/00000145/19-20/FD843DA0-C4C4-48F5-9A51-1AE4F3CBC886,14,00:00.0,2,82453,0,1,8,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,15:34.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
10759,C015,DIV19,INC,INC/00000279/19-20/1EA222E2-8E55-4B9C-991F-3C87B0524E04,14,00:00.0,1,18229,0,0,12,1,250,0,0,250,0,NULL,250,250,0,0,0,CSH001,joypur,21:34.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,11.9,5.95,5.95,0,238.1,Footwear-Syn
10760,C015,DIV19,INC,INC/00000280/19-20/25091587-734B-44ED-92F7-91332FCE385C,1,00:00.0,1,1817,0,0,1,1,315,0,0,315,0,NULL,315,315,0,0,0,CSH001,joypur,23:19.2,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,48.05,24.03,24.03,0,266.95,Wallet
10761,C015,DIV19,INC,INC/00000280/19-20/25091587-734B-44ED-92F7-91332FCE385C,1,00:00.0,2,20842,0,0,1,1,318,0,0,318,0,NULL,318,318,0,0,0,CSH001,joypur,23:19.2,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,48.51,24.25,24.25,0,269.49,Wallet
10762,C015,DIV19,INC,INC/00000281/19-20/A8E540EA-5C6F-4F10-AD1F-C61DF24C8134,12,00:00.0,1,24816,0,1,8,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,27:51.9,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
10763,C015,DIV19,INC,INC/00000281/19-20/A8E540EA-5C6F-4F10-AD1F-C61DF24C8134,12,00:00.0,2,85862,0,1,7,1,499,0,0,499,0,NULL,499,499,0,0,0,CSH001,joypur,27:51.9,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,23.76,11.88,11.88,0,475.24,Footwear-Lth
10764,C015,DIV19,INC,INC/00000282/19-20/F34EB5C5-13B0-421F-BCA5-5386D8B45325,2,00:00.0,1,89906,0,1,7,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,36:49.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
10765,C015,DIV19,INC,INC/00000283/19-20/8D51CB9A-9652-4C32-A169-EAD59059F4E2,12,00:00.0,1,82456,0,1,8,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,38:03.9,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
10766,C015,DIV19,INR,INR/00000146/19-20/8EF37A44-7AE0-4B03-ABED-61AA786870CB,2,00:00.0,1,24815,0,1,7,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,47:41.8,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
10767,C015,DIV19,INC,INC/00000284/19-20/1481C485-0118-473F-BD27-59C00BECDC65,2,00:00.0,1,82462,0,1,9,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,48:00.4,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
10768,C015,DIV19,INC,INC/00000285/19-20/2344D4C1-16A7-4F57-AA85-FC43E735F771,12,00:00.0,1,82456,0,1,8,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,50:59.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
10769,C015,DIV19,INC,INC/00000286/19-20/047E3FA5-3148-4D63-8874-72E4AFCC6999,6,00:00.0,1,18014,0,0,5,1,665,0,0,665,0,NULL,665,665,0,0,0,CSH001,joypur,52:38.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,31.67,15.83,15.83,0,633.33,Footwear-Lth
10770,C015,DIV19,INR,INR/00000147/19-20/8453B8CD-0128-4DF9-9AFE-B9AB98035FCD,2,00:00.0,1,24815,0,1,7,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,57:20.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
10771,C015,DIV19,INR,INR/00000148/19-20/733BDE82-1E56-46C1-85D4-23F310588D23,1,00:00.0,1,20842,0,0,1,1,318,0,0,318,0,NULL,318,318,0,0,0,CSH001,joypur,58:15.2,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,48.51,24.25,24.25,0,269.49,Wallet
10772,C015,DIV19,INR,INR/00000148/19-20/733BDE82-1E56-46C1-85D4-23F310588D23,1,00:00.0,2,20851,0,0,1,1,299,0,0,299,0,NULL,299,299,0,0,0,CSH001,joypur,58:15.2,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,45.61,22.81,22.81,0,253.39,Wallet
10773,C015,DIV19,INC,INC/00000287/19-20/52746DD3-73E4-41C9-A825-5FEA745440A1,1,00:00.0,1,13898,0,1,1,1,445,0,0,445,0,NULL,445,445,0,0,0,CSH001,joypur,01:42.1,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,67.88,33.94,33.94,0,377.12,Belt
10774,C015,DIV19,INC,INC/00000287/19-20/52746DD3-73E4-41C9-A825-5FEA745440A1,14,00:00.0,2,104520,0,1,9,1,440,0,0,440,0,NULL,440,440,0,0,0,CSH001,joypur,01:42.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,20.95,10.48,10.48,0,419.05,Footwear-Syn
10775,C015,DIV19,INC,INC/00000287/19-20/52746DD3-73E4-41C9-A825-5FEA745440A1,14,00:00.0,3,62535,0,0,8,1,270,0,0,270,0,NULL,270,270,0,0,0,CSH001,joypur,01:42.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,12.86,6.43,6.43,0,257.14,Footwear-Syn
10776,C015,DIV19,INC,INC/00000288/19-20/66AC7D33-A1C9-4667-9333-CDAFEA6E0E43,14,00:00.0,1,104506,0,0,9,1,890,0,0,890,0,NULL,890,890,0,0,0,CSH001,joypur,02:44.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,42.38,21.19,21.19,0,847.62,Footwear-Syn
10777,C015,DIV19,INC,INC/00000289/19-20/0638B6D3-408E-46FD-9095-53C520299A55,6,00:00.0,1,20514,0,0,7,1,399,0,0,399,0,NULL,399,399,0,0,0,CSH001,joypur,06:02.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,19,9.5,9.5,0,380,Footwear-Syn
10778,C015,DIV19,INC,INC/00000289/19-20/0638B6D3-408E-46FD-9095-53C520299A55,6,00:00.0,2,17269,0,1,6,2,499,0,0,499,0,NULL,998,998,0,0,0,CSH001,joypur,06:02.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,47.52,23.76,23.76,0,950.48,Footwear-Syn
10779,C015,DIV19,INC,INC/00000289/19-20/0638B6D3-408E-46FD-9095-53C520299A55,6,00:00.0,3,60019,0,0,6,1,290,0,0,290,0,NULL,290,290,0,0,0,CSH001,joypur,06:02.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,13.81,6.9,6.9,0,276.19,Footwear-Syn
10780,C015,DIV19,INC,INC/00000289/19-20/0638B6D3-408E-46FD-9095-53C520299A55,6,00:00.0,4,60047,0,0,6,1,330,0,0,330,0,NULL,330,330,0,0,0,CSH001,joypur,06:02.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,15.71,7.86,7.86,0,314.29,Footwear-Syn
10781,C015,DIV19,INC,INC/00000289/19-20/0638B6D3-408E-46FD-9095-53C520299A55,10,00:00.0,5,3632,0,1,1,1,47,0,0,47,0,NULL,47,47,0,0,0,CSH001,joypur,06:02.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,7.17,3.58,3.58,0,39.83,Polish
10782,C015,DIV19,INC,INC/00000289/19-20/0638B6D3-408E-46FD-9095-53C520299A55,10,00:00.0,6,164072,0,0,1,1,559,0,0,559,0,NULL,559,559,0,0,0,CSH001,joypur,06:02.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,85.27,42.64,42.64,0,473.73,Wallet
10783,C015,DIV19,INR,INR/00000149/19-20/06B2A057-0AAA-4905-BDA1-4B7E078183B6,1,00:00.0,1,13894,0,1,1,1,439,0,0,439,0,NULL,439,439,0,0,0,CSH001,joypur,12:21.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,66.97,33.48,33.48,0,372.03,Belt
10784,C015,DIV19,INR,INR/00000149/19-20/06B2A057-0AAA-4905-BDA1-4B7E078183B6,2,00:00.0,2,82455,0,1,8,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,12:21.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
10785,C015,DIV19,INR,INR/00000149/19-20/06B2A057-0AAA-4905-BDA1-4B7E078183B6,2,00:00.0,3,82432,0,1,9,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,12:21.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
10786,C015,DIV19,INR,INR/00000149/19-20/06B2A057-0AAA-4905-BDA1-4B7E078183B6,14,00:00.0,4,200890,0,1,10,1,499,0,0,499,0,NULL,499,499,0,0,0,CSH001,joypur,12:21.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,23.76,11.88,11.88,0,475.24,Footwear-Syn
10787,C015,DIV19,INC,INC/00000290/19-20/8997DB26-E85E-4A92-A26C-C7FBE2D5F097,13,00:00.0,1,21581,0,0,9,1,380,0,0,380,0,NULL,380,380,0,0,0,CSH001,joypur,14:17.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,18.1,9.05,9.05,0,361.9,Footwear-Syn
10788,C015,DIV19,INC,INC/00000290/19-20/8997DB26-E85E-4A92-A26C-C7FBE2D5F097,10,00:00.0,2,27840,0,0,1,1,40,0,0,40,0,NULL,40,40,0,0,0,CSH001,joypur,14:17.7,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42023190,12,4.29,2.14,2.14,0,35.71,KeyRing
10789,C015,DIV19,INC,INC/00000290/19-20/8997DB26-E85E-4A92-A26C-C7FBE2D5F097,10,00:00.0,3,3632,0,1,1,1,47,0,0,47,0,NULL,47,47,0,0,0,CSH001,joypur,14:17.7,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,7.17,3.58,3.58,0,39.83,Polish
10790,C015,DIV19,INR,INR/00000150/19-20/E94ED1F6-4130-4CB5-87F9-E6F523C86AF9,12,00:00.0,1,82416,0,1,8,1,585,0,0,585,0,NULL,585,585,0,0,0,CSH001,joypur,14:58.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,27.86,13.93,13.93,0,557.14,Footwear-Lth
10791,C015,DIV19,INC,INC/00000291/19-20/88783DF7-77ED-4472-B019-2CC28C23FCB7,2,00:00.0,1,82450,0,1,7,1,610,0,0,610,0,NULL,610,610,0,0,0,CSH001,joypur,17:06.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,29.05,14.52,14.52,0,580.95,Footwear-Lth
10792,C015,DIV19,INC,INC/00000292/19-20/16069C45-5133-43C4-BDFD-9AC5F7CC5CF9,14,00:00.0,1,201508,0,1,8,1,230,0,0,230,0,NULL,230,230,0,0,0,CSH001,joypur,21:22.7,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,10.95,5.48,5.48,0,219.05,Footwear-Syn
10793,C015,DIV19,INC,INC/00000293/19-20/9ED8AF51-25EB-4880-BEFC-3041862AB637,6,00:00.0,1,105606,0,1,6,1,399,0,0,399,0,NULL,399,399,0,0,0,CSH001,joypur,28:57.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,19,9.5,9.5,0,380,Footwear-Syn
10794,C015,DIV19,INC,INC/00000293/19-20/9ED8AF51-25EB-4880-BEFC-3041862AB637,10,00:00.0,2,27840,0,0,1,1,40,0,0,40,0,NULL,40,40,0,0,0,CSH001,joypur,28:57.8,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42023190,12,4.29,2.14,2.14,0,35.71,KeyRing
10795,C015,DIV19,INR,INR/00000151/19-20/8F377DA6-5741-4107-8930-5B0C10F3DFD0,6,00:00.0,1,69632,0,0,6,1,280,0,0,280,0,NULL,280,280,0,0,0,CSH001,joypur,30:49.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,13.33,6.67,6.67,0,266.67,Footwear-Syn
10796,C015,DIV19,INR,INR/00000151/19-20/8F377DA6-5741-4107-8930-5B0C10F3DFD0,6,00:00.0,2,19342,0,0,5,1,190,0,0,190,0,NULL,190,190,0,0,0,CSH001,joypur,30:49.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,9.05,4.52,4.52,0,180.95,Footwear-Syn
10797,C015,DIV19,INR,INR/00000151/19-20/8F377DA6-5741-4107-8930-5B0C10F3DFD0,6,00:00.0,3,3525,0,1,5,1,250,0,0,250,0,NULL,250,250,0,0,0,CSH001,joypur,30:49.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,11.9,5.95,5.95,0,238.1,Footwear-Syn
10798,C015,DIV19,INR,INR/00000152/19-20/A2E440F0-9E42-43DB-B0FB-C75930D03D63,6,00:00.0,1,107402,0,1,8,1,170,0,0,170,0,NULL,170,170,0,0,0,CSH001,joypur,31:26.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,8.1,4.05,4.05,0,161.9,Footwear-Syn
10799,C015,DIV19,INR,INR/00000152/19-20/A2E440F0-9E42-43DB-B0FB-C75930D03D63,6,00:00.0,2,17051,0,0,6,1,190,0,0,190,0,NULL,190,190,0,0,0,CSH001,joypur,31:26.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,9.05,4.52,4.52,0,180.95,Footwear-Syn
10800,C015,DIV19,INR,INR/00000153/19-20/7F0FFE7D-44C7-4BC6-8649-76CAEE1F89D1,1,00:00.0,1,1817,0,0,1,1,315,0,0,315,0,NULL,315,315,0,0,0,CSH001,joypur,32:03.4,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42023120,18,48.05,24.03,24.03,0,266.95,Wallet
10801,C015,DIV19,INC,INC/00000294/19-20/592F25E3-7D87-4116-9860-F8DED687B3F0,16,00:00.0,1,74672,0,1,9,1,499,0,0,499,0,NULL,499,499,0,0,0,CSH001,joypur,32:37.5,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64039990,5,23.76,11.88,11.88,0,475.24,Footwear-Lth
10802,C015,DIV19,INC,INC/00000294/19-20/592F25E3-7D87-4116-9860-F8DED687B3F0,16,00:00.0,2,3639,0,1,1,1,80,0,0,80,0,NULL,80,80,0,0,0,CSH001,joypur,32:37.5,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,12.2,6.1,6.1,0,67.8,Polish
10803,C015,DIV19,INR,INR/00000154/19-20/F1855FAB-CA52-4E62-BE17-A89777B55736,10,00:00.0,1,3634,0,1,1,1,33,0,0,33,0,NULL,33,33,0,0,0,CSH001,joypur,33:57.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,5.03,2.52,2.52,0,27.97,Polish
10804,C015,DIV19,INR,INR/00000154/19-20/F1855FAB-CA52-4E62-BE17-A89777B55736,6,00:00.0,2,6346,0,1,6,1,270,0,0,270,0,NULL,270,270,0,0,0,CSH001,joypur,33:57.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,12.86,6.43,6.43,0,257.14,Footwear-Syn
10805,C015,DIV19,INR,INR/00000154/19-20/F1855FAB-CA52-4E62-BE17-A89777B55736,6,00:00.0,3,2237,0,1,7,1,370,0,0,370,0,NULL,370,370,0,0,0,CSH001,joypur,33:57.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,17.62,8.81,8.81,0,352.38,Footwear-Syn
10806,C015,DIV19,INR,INR/00000154/19-20/F1855FAB-CA52-4E62-BE17-A89777B55736,6,00:00.0,4,5317,0,0,7,1,280,0,0,280,0,NULL,280,280,0,0,0,CSH001,joypur,33:57.0,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,13.33,6.67,6.67,0,266.67,Footwear-Syn
10807,C015,DIV19,INR,INR/00000154/19-20/F1855FAB-CA52-4E62-BE17-A89777B55736,13,00:00.0,5,15875,0,0,1,1,350,0,0,350,0,NULL,350,350,0,0,0,CSH001,joypur,33:57.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,53.39,26.69,26.69,0,296.61,Schl-Bag
10808,C015,DIV19,INR,INR/00000154/19-20/F1855FAB-CA52-4E62-BE17-A89777B55736,13,00:00.0,6,10017,0,0,1,1,360,0,0,360,0,NULL,360,360,0,0,0,CSH001,joypur,33:57.0,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42021240,18,54.92,27.46,27.46,0,305.08,Schl-Bag
10809,C015,DIV19,INC,INC/00000295/19-20/C9013FCF-3B0D-4B36-BF4D-80ABF2325A54,1,00:00.0,1,27840,0,0,1,1,40,0,0,40,0,NULL,40,40,0,0,0,CSH001,joypur,34:16.2,NULL,NULL,0,NULL,NULL,12,0,NULL,0,NULL,NULL,42023190,12,4.29,2.14,2.14,0,35.71,KeyRing
10810,C015,DIV19,INR,INR/00000155/19-20/F99EF7C0-B64D-42AC-82B3-EBC29A93FE41,1,00:00.0,1,13890,0,0,1,1,465,0,0,465,0,NULL,465,465,0,0,0,CSH001,joypur,36:55.3,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,70.93,35.47,35.47,0,394.07,Belt
10811,C015,DIV19,INC,INC/00000296/19-20/D5AFEBFE-94B4-422C-865E-0CAA4E3C694E,13,00:00.0,1,22264,0,0,1,1,270,0,0,270,0,NULL,270,270,0,0,0,CSH001,joypur,40:16.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,12.86,6.43,6.43,0,257.14,Footwear-Syn
10812,C015,DIV19,INC,INC/00000296/19-20/D5AFEBFE-94B4-422C-865E-0CAA4E3C694E,16,00:00.0,2,20944,0,1,1,1,70,0,0,70,0,NULL,70,70,0,0,0,CSH001,joypur,40:16.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,3.33,1.67,1.67,0,66.67,Socks
10813,C015,DIV19,INC,INC/00000296/19-20/D5AFEBFE-94B4-422C-865E-0CAA4E3C694E,16,00:00.0,3,100707,0,1,1,1,65,0,0,65,0,NULL,65,65,0,0,0,CSH001,joypur,40:16.2,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,61159500,5,3.1,1.55,1.55,0,61.9,Socks
10814,C015,DIV19,INC,INC/00000297/19-20/DB603E9A-ADAF-464F-A38A-9D98A3C48DD7,14,00:00.0,1,104523,0,1,10,1,430,0,0,430,0,NULL,430,430,0,0,0,CSH001,joypur,46:11.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,20.48,10.24,10.24,0,409.52,Footwear-Syn
10815,C015,DIV19,INC,INC/00000297/19-20/DB603E9A-ADAF-464F-A38A-9D98A3C48DD7,14,00:00.0,2,61402,0,0,9,1,250,0,0,250,0,NULL,250,250,0,0,0,CSH001,joypur,46:11.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,11.9,5.95,5.95,0,238.1,Footwear-Syn
10816,C015,DIV19,INC,INC/00000297/19-20/DB603E9A-ADAF-464F-A38A-9D98A3C48DD7,14,00:00.0,3,3632,0,1,1,1,47,0,0,47,0,NULL,47,47,0,0,0,CSH001,joypur,46:11.8,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,34051000,18,7.17,3.58,3.58,0,39.83,Polish
10817,C015,DIV19,INC,INC/00000298/19-20/B715ACF3-3EF2-456C-B029-677FE302FAB5,11,00:00.0,1,114063,0,0,1,1,325,0,0,325,0,NULL,325,325,0,0,0,CSH001,joypur,47:27.1,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,49.58,24.79,24.79,0,275.42,Belt
10818,C015,DIV19,INC,INC/00000298/19-20/B715ACF3-3EF2-456C-B029-677FE302FAB5,2,00:00.0,2,24834,0,1,7,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,47:27.1,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
10819,C015,DIV19,INC,INC/00000298/19-20/B715ACF3-3EF2-456C-B029-677FE302FAB5,14,00:00.0,3,7819,0,0,8,1,499,0,0,499,0,NULL,499,499,0,0,0,CSH001,joypur,47:27.1,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,23.76,11.88,11.88,0,475.24,Footwear-Syn
10820,C015,DIV19,INC,INC/00000299/19-20/1D82679A-727C-4AFE-8A35-570CE51749A2,6,00:00.0,1,720,0,0,5,1,360,0,0,360,0,NULL,360,360,0,0,0,CSH001,joypur,52:16.8,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,17.14,8.57,8.57,0,342.86,Footwear-Syn
10821,C015,DIV19,INC,INC/00000300/19-20/0D43B958-A285-4944-B5C9-4A219E84AFF4,13,00:00.0,1,22244,0,0,13,1,260,0,0,260,0,NULL,260,260,0,0,0,CSH001,joypur,55:48.6,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,12.38,6.19,6.19,0,247.62,Footwear-Syn
10822,C015,DIV19,INC,INC/00000301/19-20/F827EBBF-6650-4575-8B67-49A8CFB28F6F,6,00:00.0,1,100326,0,1,6,1,320,0,0,320,0,NULL,320,320,0,0,0,CSH001,joypur,00:09.3,NULL,NULL,0,NULL,NULL,5,0,NULL,0,NULL,NULL,64029990,5,15.24,7.62,7.62,0,304.76,Footwear-Syn
10823,C015,DIV19,INC,INC/00000302/19-20/A8584676-3B42-430A-ABB4-D33AA799F993,11,00:00.0,1,13888,0,0,1,1,579,0,0,579,0,NULL,579,579,0,0,0,CSH001,joypur,03:14.8,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,42033000,18,88.32,44.16,44.16,0,490.68,Belt
10824,C015,DIV19,INC,INC/00000302/19-20/A8584676-3B42-430A-ABB4-D33AA799F993,12,00:00.0,2,24823,0,1,10,1,1170,0,0,1170,0,NULL,1170,1170,0,0,0,CSH001,joypur,03:14.8,NULL,NULL,0,NULL,NULL,18,0,NULL,0,NULL,NULL,64039990,18,178.47,89.24,89.24,0,991.53,Footwear-Lth
